current_delinquency_status,ever_30_plus_dpd_in_last_12m,casa_balance_to_emi_ratio_6m,customer_age,salary_to_emi,num_loans_all_product_category,length_of_relationship,max_delinquency_in_last_6m,outstanding_amt_to_gross_amt,family_size,years_of_service,event,casa_balance_to_emi_ratio_6m_g,customer_age_g,salary_to_emi_g,num_loans_all_product_category_g,length_of_relationship_g,outstanding_amt_to_gross_amt_g,family_size_g,years_of_service_g
Not Delinquent,No,0.360179652,28,9.6242104,5,92.98618591,>0,0.004031299,2,9,0,0.31-0.49,28-29,4.94+,4-5,5,<0.35429,>1,6-11
Not Delinquent,No,0.333617649,34,3.824973519,14,123.4713063,0,0.271246135,4,29,0,0.31-0.49,34-36,2.59-4.94,6+,14,<0.35429,>1,23+
Not Delinquent,No,0.300475475,31,3.710200604,3,75.44103375,0,0.761633068,1,16,0,0.15-0.31,30-31,2.59-4.94,3,3,0.37779-0.78095,1,12-17
Not Delinquent,No,8.740961332,41,14.05637655,2,4.85513932,0,0.646474023,0,4,0,5.57-14.26,39-42,4.94+,2,2,0.37779-0.78095,0,1-5
Not Delinquent,No,0.031054946,40,9.810455305,4,89.40264845,0,6.879809239,6,2,0,0-0.15,39-42,4.94+,4-5,4,>0.78095,>1,1-5
Not Delinquent,No,0.813181582,26,1.259010293,4,34.71659402,0,0.191609202,2,24,0,0.74-1.11,25-27,0-2.59,4-5,4,<0.35429,>1,23+
Not Delinquent,No,0.10852649,30,2.832245226,5,28.72687365,0,0.362013125,2,15,0,0-0.15,30-31,2.59-4.94,4-5,5,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.598126095,35,1.28751544,1,157.4946772,0,0.605279096,1,15,0,0.49-0.74,34-36,0-2.59,1,1,0.37779-0.78095,1,12-17
Not Delinquent,No,0.744239082,28,6.233456898,6,22.94022066,0,0.355217416,6,5,0,0.74-1.11,28-29,4.94+,6+,6,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.352940049,26,8.464561881,2,64.63075071,0,1.926347401,0,15,0,0.31-0.49,25-27,4.94+,2,2,>0.78095,0,12-17
Not Delinquent,No,2.240752791,41,4.680477129,3,124.9539887,0,6.14213197,3,20,0,1.73-2.9,39-42,2.59-4.94,3,3,>0.78095,>1,18-22
Not Delinquent,No,0.250206673,31,3.333181754,7,10.98819297,0,0.004453179,8,19,0,0.15-0.31,30-31,2.59-4.94,6+,7,<0.35429,>1,18-22
Not Delinquent,No,1.413558303,20,1.895505862,3,106.710707,0,0.373394534,3,4,0,1.11-1.73,18-24,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,13.03319525,26,3.233654972,2,156.3078481,0,0.35531486,6,4,0,5.57-14.26,25-27,2.59-4.94,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,Yes,0.094024529,42,10.69699367,3,36.26512819,0,0.724195772,2,14,0,0-0.15,39-42,4.94+,3,3,0.37779-0.78095,>1,12-17
Not Delinquent,Yes,0.365861832,31,3.977286513,3,153.3352018,0,0.311105148,1,4,0,0.31-0.49,30-31,2.59-4.94,3,3,<0.35429,1,1-5
Not Delinquent,No,1.671105724,29,11.71959822,5,156.0751959,0,0.565385813,3,17,0,1.11-1.73,28-29,4.94+,4-5,5,0.37779-0.78095,>1,12-17
Not Delinquent,No,8.964130993,26,11.10106829,2,154.5281467,0,0.372322936,11,6,0,5.57-14.26,25-27,4.94+,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.131889626,38,1.758977333,1,18.49789585,0,0.1883871,1,12,0,0-0.15,37-38,0-2.59,1,1,<0.35429,1,12-17
Not Delinquent,Yes,6.71847232,31,2.204446731,2,155.8843828,0,8.962870533,3,20,0,5.57-14.26,30-31,0-2.59,2,2,>0.78095,>1,18-22
Not Delinquent,No,0.76935087,30,0.486426003,2,62.23125599,0,0.0606279,1,13,0,0.74-1.11,30-31,0-2.59,2,2,<0.35429,1,12-17
Not Delinquent,No,0.451189979,41,1.001976111,5,27.35535092,>0,10.2531833,8,30,0,0.31-0.49,39-42,0-2.59,4-5,5,>0.78095,>1,23+
Not Delinquent,No,0.146319011,35,4.91325732,3,63.60025876,0,0.74942044,1,14,0,0-0.15,34-36,2.59-4.94,3,3,0.37779-0.78095,1,12-17
Not Delinquent,No,0.255170334,26,0.649436865,2,82.37928554,0,4.174030511,7,17,0,0.15-0.31,25-27,0-2.59,2,2,>0.78095,>1,12-17
Not Delinquent,No,0.233594859,49,4.01804242,3,17.85411979,>0,9.250889357,1,26,0,0.15-0.31,43+,2.59-4.94,3,3,>0.78095,1,23+
Delinquent,No,0.324743017,36,0.867030584,5,80.38440197,0,0.373794196,1,9,0,0.31-0.49,34-36,0-2.59,4-5,5,0.35429-0.37779,1,6-11
Not Delinquent,No,0.520791497,36,10.79499265,2,7.518889262,0,0.047691042,2,9,0,0.49-0.74,34-36,4.94+,2,2,<0.35429,>1,6-11
Not Delinquent,No,0.357374986,26,1.938816784,2,158.3521317,0,0.04751678,3,9,0,0.31-0.49,25-27,0-2.59,2,2,<0.35429,>1,6-11
Not Delinquent,No,1.354641288,38,3.904183076,3,126.5333884,0,5.373632126,1,11,0,1.11-1.73,37-38,2.59-4.94,3,3,>0.78095,1,6-11
Not Delinquent,No,4.938618454,40,2.960630263,8,92.64671972,0,0.06606933,8,2,0,2.9-5.57,39-42,2.59-4.94,6+,8,<0.35429,>1,1-5
Not Delinquent,No,3.572236681,41,2.219977581,3,152.6336987,0,0.153525046,3,8,0,2.9-5.57,39-42,0-2.59,3,3,<0.35429,>1,6-11
Not Delinquent,No,1.510174857,33,4.209300491,2,61.73574054,0,0.605751605,10,8,0,1.11-1.73,32-33,2.59-4.94,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.056240356,24,4.834603889,5,153.0513768,0,0.650926561,11,8,0,0-0.15,18-24,2.59-4.94,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,Yes,1.298449368,19,6.909136188,7,79.57411005,0,0.238560013,2,8,0,1.11-1.73,18-24,4.94+,6+,7,<0.35429,>1,6-11
Not Delinquent,No,0.077802624,32,3.590477809,4,149.8996107,0,10.04770821,1,7,0,0-0.15,32-33,2.59-4.94,4-5,4,>0.78095,1,6-11
Not Delinquent,Yes,17.24229948,32,2.50384385,1,85.48269392,0,9.272285189,7,9,0,14.26+,32-33,0-2.59,1,1,>0.78095,>1,6-11
Not Delinquent,No,0.486235539,28,4.735982226,2,71.63170597,0,7.448312742,4,14,0,0.31-0.49,28-29,2.59-4.94,2,2,>0.78095,>1,12-17
Not Delinquent,No,9.888525448,30,3.424238686,4,156.5193049,>0,0.367430005,5,15,0,5.57-14.26,30-31,2.59-4.94,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.612080454,35,14.68423713,15,144.076827,>0,0.51932508,6,14,0,0.49-0.74,34-36,4.94+,6+,15,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.941973088,22,2.614001557,4,76.08866256,0,0.279403548,5,29,0,0.74-1.11,18-24,2.59-4.94,4-5,4,<0.35429,>1,23+
Not Delinquent,No,1.703392602,33,4.63676069,3,42.98625218,0,0.138922562,1,19,0,1.11-1.73,32-33,2.59-4.94,3,3,<0.35429,1,18-22
Not Delinquent,No,13.63954365,23,2.260318096,4,156.8501759,0,0.375706256,9,4,0,5.57-14.26,18-24,0-2.59,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.518679551,20,0.577403475,2,157.8694593,0,0.462391475,4,20,0,0.49-0.74,18-24,0-2.59,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,1.229016886,34,1.108611504,2,102.7990802,0,0.736898694,7,8,0,1.11-1.73,34-36,0-2.59,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,9.462975399,29,6.840942553,3,115.3280509,0,0.143538888,2,9,0,5.57-14.26,28-29,4.94+,3,3,<0.35429,>1,6-11
Not Delinquent,No,17.42479064,21,11.01008514,4,87.26760573,0,0.360316238,2,2,0,14.26+,18-24,4.94+,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.653507724,32,6.479349057,1,75.91574663,0,1.852010618,8,10,0,0.49-0.74,32-33,4.94+,1,1,>0.78095,>1,6-11
Not Delinquent,No,13.43479167,38,10.56077088,2,154.3032369,0,0.502555518,3,10,0,5.57-14.26,37-38,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,13.80313399,31,3.682623243,3,158.6959429,0,0.10073747,9,14,0,5.57-14.26,30-31,2.59-4.94,3,3,<0.35429,>1,12-17
Not Delinquent,No,3.825773972,41,10.31750736,4,98.20944108,0,5.345626118,1,15,0,2.9-5.57,39-42,4.94+,4-5,4,>0.78095,1,12-17
Not Delinquent,No,10.81780263,26,1.539854356,4,9.245315134,0,0.028469383,7,21,0,5.57-14.26,25-27,0-2.59,4-5,4,<0.35429,>1,18-22
Not Delinquent,No,2.071184113,26,3.332043426,5,153.9812532,0,0.773029299,5,27,0,1.73-2.9,25-27,2.59-4.94,4-5,5,0.37779-0.78095,>1,23+
Not Delinquent,No,3.526570523,31,4.37568279,3,50.59620256,0,0.559477379,9,8,0,2.9-5.57,30-31,2.59-4.94,3,3,0.37779-0.78095,>1,6-11
Not Delinquent,No,1.618066742,33,2.427732396,3,66.47648792,0,0.357744074,11,29,0,1.11-1.73,32-33,0-2.59,3,3,0.35429-0.37779,>1,23+
Not Delinquent,No,1.71132724,30,0.274157228,3,85.75364528,>0,3.12608091,7,3,0,1.11-1.73,30-31,0-2.59,3,3,>0.78095,>1,1-5
Not Delinquent,No,0.516411148,32,13.7456819,14,103.6691875,0,0.192794723,1,16,0,0.49-0.74,32-33,4.94+,6+,14,<0.35429,1,12-17
Not Delinquent,No,18.91161916,28,11.04541267,4,51.86559291,0,0.159542419,7,4,0,14.26+,28-29,4.94+,4-5,4,<0.35429,>1,1-5
Not Delinquent,No,0.970379989,35,10.79511354,4,100.4622145,>0,0.356133294,11,14,0,0.74-1.11,34-36,4.94+,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,Yes,0.902885207,47,1.928688697,5,132.6903549,0,0.12321989,2,16,0,0.74-1.11,43+,0-2.59,4-5,5,<0.35429,>1,12-17
Not Delinquent,No,1.623407132,27,2.519529601,3,58.05965986,0,0.356202292,5,5,0,1.11-1.73,25-27,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.077503267,30,4.03844168,4,95.18318596,0,4.479401078,0,8,0,0-0.15,30-31,2.59-4.94,4-5,4,>0.78095,0,6-11
Not Delinquent,No,1.924028875,29,1.07936569,14,156.9887819,0,0.357269871,10,27,0,1.73-2.9,28-29,0-2.59,6+,14,0.35429-0.37779,>1,23+
Not Delinquent,No,0.005045667,40,1.895694198,3,38.39248047,0,0.139479627,4,1,0,0-0.15,39-42,0-2.59,3,3,<0.35429,>1,1-5
Not Delinquent,No,0.058065444,40,14.53375148,2,142.1551406,0,0.622879722,2,15,0,0-0.15,39-42,4.94+,2,2,0.37779-0.78095,>1,12-17
Not Delinquent,No,4.59692285,34,3.142748644,3,20.10449141,0,0.609308597,1,25,0,2.9-5.57,34-36,2.59-4.94,3,3,0.37779-0.78095,1,23+
Not Delinquent,Yes,0.096028823,32,0.637986752,13,151.0923252,0,0.368661817,8,4,0,0-0.15,32-33,0-2.59,6+,13,0.35429-0.37779,>1,1-5
Not Delinquent,Yes,7.488477181,40,12.53358576,4,154.8338189,0,0.357159165,4,8,0,5.57-14.26,39-42,4.94+,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,20.82551011,23,9.540346769,3,112.3137673,>0,0.742782016,1,3,0,14.26+,18-24,4.94+,3,3,0.37779-0.78095,1,1-5
Not Delinquent,No,13.51411698,32,10.7738118,2,77.32627905,0,0.374439558,4,17,0,5.57-14.26,32-33,4.94+,2,2,0.35429-0.37779,>1,12-17
Not Delinquent,No,8.96911284,28,2.768790558,4,155.8319157,0,0.064301278,10,8,0,5.57-14.26,28-29,2.59-4.94,4-5,4,<0.35429,>1,6-11
Delinquent,No,0.965961533,30,1.840447957,3,154.4657216,0,0.377349513,3,21,0,0.74-1.11,30-31,0-2.59,3,3,0.35429-0.37779,>1,18-22
Not Delinquent,Yes,1.582455512,42,5.855185203,1,80.12613389,0,0.643294042,1,6,0,1.11-1.73,39-42,4.94+,1,1,0.37779-0.78095,1,6-11
Not Delinquent,No,0.891553015,31,3.92693996,3,137.9029618,0,0.371984966,2,1,0,0.74-1.11,30-31,2.59-4.94,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,1.833224026,38,5.112573108,2,33.98798127,0,0.517301081,2,3,0,1.73-2.9,37-38,4.94+,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,12.7695231,47,1.859010616,8,78.87586719,0,0.748438336,11,7,0,5.57-14.26,43+,0-2.59,6+,8,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.328559485,36,3.561757943,1,88.77631619,0,4.633340806,2,10,0,0.31-0.49,34-36,2.59-4.94,1,1,>0.78095,>1,6-11
Not Delinquent,No,1.192322256,27,4.023646706,3,154.3719118,0,0.256163892,7,23,0,1.11-1.73,25-27,2.59-4.94,3,3,<0.35429,>1,23+
Not Delinquent,No,1.054336164,31,0.916154311,4,156.6135595,0,0.304622663,2,8,0,0.74-1.11,30-31,0-2.59,4-5,4,<0.35429,>1,6-11
Not Delinquent,No,0.398614633,19,0.222554725,8,155.0786525,0,0.548527364,5,14,0,0.31-0.49,18-24,0-2.59,6+,8,0.37779-0.78095,>1,12-17
Not Delinquent,No,4.549913521,53,3.028348523,2,66.85985689,0,0.508613854,10,22,0,2.9-5.57,43+,2.59-4.94,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,3.537581532,22,1.489663652,1,85.81737823,0,6.093761228,1,19,0,2.9-5.57,18-24,0-2.59,1,1,>0.78095,1,18-22
Not Delinquent,No,0.338920462,36,4.253136248,12,16.72004339,0,0.155576187,7,21,0,0.31-0.49,34-36,2.59-4.94,6+,12,<0.35429,>1,18-22
Not Delinquent,No,13.77179355,31,2.956989821,9,21.88280578,0,0.765969033,8,18,0,5.57-14.26,30-31,2.59-4.94,6+,9,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.030112687,41,3.29142775,2,86.05441494,0,9.912449998,4,6,0,0-0.15,39-42,2.59-4.94,2,2,>0.78095,>1,6-11
Delinquent,No,1.497894444,52,11.94131791,4,85.04464513,0,0.074340224,1,4,0,1.11-1.73,43+,4.94+,4-5,4,<0.35429,1,1-5
Not Delinquent,No,23.52491617,40,10.90483348,3,154.7707073,0,0.540960714,9,3,0,14.26+,39-42,4.94+,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,2.053706143,36,9.412849887,8,115.0132355,0,0.375372326,2,15,0,1.73-2.9,34-36,4.94+,6+,8,0.35429-0.37779,>1,12-17
Not Delinquent,No,1.112091248,32,2.637002826,4,19.24626244,0,0.358408685,4,14,0,1.11-1.73,32-33,2.59-4.94,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,3.908509694,21,0.949726044,2,17.79967034,0,0.376443969,2,9,0,2.9-5.57,18-24,0-2.59,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.230528866,35,3.336757089,4,155.7388736,0,6.738247187,8,20,0,0.15-0.31,34-36,2.59-4.94,4-5,4,>0.78095,>1,18-22
Not Delinquent,No,0.611474086,23,1.770465004,3,71.86650036,0,3.095432895,4,7,0,0.49-0.74,18-24,0-2.59,3,3,>0.78095,>1,6-11
Not Delinquent,No,0.029852045,32,2.269517472,4,37.91421714,0,0.297414617,11,17,0,0-0.15,32-33,0-2.59,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,0.173637168,37,0.233422989,4,62.74762352,0,0.359821047,5,2,0,0.15-0.31,37-38,0-2.59,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,No,4.955799489,41,8.379472759,2,158.2673036,0,0.77015175,6,3,0,2.9-5.57,39-42,4.94+,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.991187647,27,3.259152221,1,85.61346211,0,0.36426834,1,20,0,0.74-1.11,25-27,2.59-4.94,1,1,0.35429-0.37779,1,18-22
Not Delinquent,No,2.83471601,29,3.812157171,3,93.03613871,0,0.153862235,9,16,0,1.73-2.9,28-29,2.59-4.94,3,3,<0.35429,>1,12-17
Not Delinquent,No,8.297276794,26,2.809187688,3,126.3161675,0,4.522812642,1,27,0,5.57-14.26,25-27,2.59-4.94,3,3,>0.78095,1,23+
Not Delinquent,No,6.547631971,30,5.322887063,2,155.0118591,>0,0.361502586,11,24,0,5.57-14.26,30-31,4.94+,2,2,0.35429-0.37779,>1,23+
Not Delinquent,No,5.99329071,28,0.118426117,4,98.54324432,0,0.510204562,2,16,0,5.57-14.26,28-29,0-2.59,4-5,4,0.37779-0.78095,>1,12-17
Not Delinquent,No,3.428842365,36,4.400915449,3,14.83959408,>0,5.411427334,10,7,0,2.9-5.57,34-36,2.59-4.94,3,3,>0.78095,>1,6-11
Not Delinquent,No,8.595680176,24,9.329353024,1,65.60790762,0,0.192365511,3,25,0,5.57-14.26,18-24,4.94+,1,1,<0.35429,>1,23+
Not Delinquent,No,7.758916173,23,8.41056078,7,99.67001623,0,0.366323576,4,4,0,5.57-14.26,18-24,4.94+,6+,7,0.35429-0.37779,>1,1-5
Not Delinquent,No,5.064487647,32,1.720275723,3,151.2435371,0,8.239454062,1,19,0,2.9-5.57,32-33,0-2.59,3,3,>0.78095,1,18-22
Not Delinquent,No,0.312821916,26,1.019406741,4,126.9881119,0,0.365327687,7,9,0,0.31-0.49,25-27,0-2.59,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.414490747,27,0.395754519,3,25.674907,>0,0.377651989,1,4,0,0.31-0.49,25-27,0-2.59,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,0.62314713,35,4.009990274,9,30.39635982,>0,0.557819655,1,14,0,0.49-0.74,34-36,2.59-4.94,6+,9,0.37779-0.78095,1,12-17
Not Delinquent,No,13.97165996,37,1.17818391,4,159.4689857,>0,0.686357791,1,4,0,5.57-14.26,37-38,0-2.59,4-5,4,0.37779-0.78095,1,1-5
Not Delinquent,No,0.608187466,27,13.86323848,2,97.4419054,>0,0.372944605,6,26,0,0.49-0.74,25-27,4.94+,2,2,0.35429-0.37779,>1,23+
Not Delinquent,No,1.470322499,25,1.534536131,3,61.79355872,0,0.227023618,1,20,0,1.11-1.73,25-27,0-2.59,3,3,<0.35429,1,18-22
Not Delinquent,No,3.48142885,21,4.328766845,4,155.5783517,0,0.274834981,9,12,0,2.9-5.57,18-24,2.59-4.94,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,1.324836793,35,13.95861643,4,118.2629162,0,0.362459972,1,24,0,1.11-1.73,34-36,4.94+,4-5,4,0.35429-0.37779,1,23+
Not Delinquent,No,2.457376061,44,0.133187086,2,26.48003727,0,0.031089687,9,17,0,1.73-2.9,43+,0-2.59,2,2,<0.35429,>1,12-17
Not Delinquent,No,0.994765857,27,14.67764267,2,2.421062047,0,0.536471152,8,2,0,0.74-1.11,25-27,4.94+,2,2,0.37779-0.78095,>1,1-5
Delinquent,No,9.764585406,32,2.047407168,3,81.96373161,0,0.505276518,1,26,0,5.57-14.26,32-33,0-2.59,3,3,0.37779-0.78095,1,23+
Not Delinquent,No,0.726713619,22,2.983726004,1,88.00232076,0,0.360135037,2,9,0,0.49-0.74,18-24,2.59-4.94,1,1,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.666077853,32,12.6601197,1,21.16238819,0,8.845238025,7,16,0,0.49-0.74,32-33,4.94+,1,1,>0.78095,>1,12-17
Not Delinquent,No,2.552953488,30,12.36945672,3,73.27800553,0,0.035890359,2,16,0,1.73-2.9,30-31,4.94+,3,3,<0.35429,>1,12-17
Not Delinquent,No,4.974970199,37,3.605220855,5,98.13926277,0,0.371984463,1,1,0,2.9-5.57,37-38,2.59-4.94,4-5,5,0.35429-0.37779,1,1-5
Not Delinquent,No,0.378376622,30,1.087048474,5,71.00979469,0,0.769151325,2,9,0,0.31-0.49,30-31,0-2.59,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,11.439222,40,3.425594937,3,155.3999788,0,4.619601339,2,4,0,5.57-14.26,39-42,2.59-4.94,3,3,>0.78095,>1,1-5
Not Delinquent,No,2.580949073,40,11.11493122,4,101.4277816,0,0.696772475,0,1,0,1.73-2.9,39-42,4.94+,4-5,4,0.37779-0.78095,0,1-5
Not Delinquent,No,2.235147109,41,3.337169474,3,32.75160988,0,0.758953386,5,3,0,1.73-2.9,39-42,2.59-4.94,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.172765301,35,4.153176581,2,155.7454324,0,2.838075726,10,31,0,0.15-0.31,34-36,2.59-4.94,2,2,>0.78095,>1,23+
Not Delinquent,No,1.412043124,20,3.483436892,3,130.9945581,0,0.37438345,1,23,0,1.11-1.73,18-24,2.59-4.94,3,3,0.35429-0.37779,1,23+
Not Delinquent,No,4.211704901,23,3.048625291,4,69.30948147,0,0.358243245,7,15,0,2.9-5.57,18-24,2.59-4.94,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.672120741,26,3.599627383,4,115.0824006,0,0.364008579,6,8,0,0.49-0.74,25-27,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,14.05022072,22,4.044004902,16,66.90328379,0,0.133710344,6,20,0,5.57-14.26,18-24,2.59-4.94,6+,16,<0.35429,>1,18-22
Not Delinquent,Yes,4.369840741,41,13.42389928,2,89.46106876,0,0.704996809,6,8,0,2.9-5.57,39-42,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,13.637943,26,0.213135736,3,158.1951428,0,0.371194688,2,6,0,5.57-14.26,25-27,0-2.59,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,Yes,5.170364432,53,13.1097807,5,86.32857331,0,0.307674718,1,3,0,2.9-5.57,43+,4.94+,4-5,5,<0.35429,1,1-5
Not Delinquent,No,3.533573122,37,4.11584043,4,102.0911459,0,0.361999803,4,16,0,2.9-5.57,37-38,2.59-4.94,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.405911522,38,1.215193885,3,154.2852764,0,0.047112002,10,21,0,0.31-0.49,37-38,0-2.59,3,3,<0.35429,>1,18-22
Not Delinquent,No,5.554093514,37,1.25838834,1,101.606436,>0,0.310255478,1,13,0,2.9-5.57,37-38,0-2.59,1,1,<0.35429,1,12-17
Not Delinquent,No,0.398598749,40,1.707617481,3,156.3847564,0,0.405617427,6,4,0,0.31-0.49,39-42,0-2.59,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,3.286993458,41,2.490342338,5,30.33452296,0,0.567006041,6,14,0,2.9-5.57,39-42,0-2.59,4-5,5,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.699329374,28,1.40175543,4,74.59805723,0,0.135795818,4,21,0,0.49-0.74,28-29,0-2.59,4-5,4,<0.35429,>1,18-22
Not Delinquent,No,0.16168191,39,9.657098883,2,156.2812856,0,0.265968013,2,9,0,0.15-0.31,39-42,4.94+,2,2,<0.35429,>1,6-11
Not Delinquent,No,4.802066224,35,0.637246121,2,76.0646204,0,0.358508756,6,16,0,2.9-5.57,34-36,0-2.59,2,2,0.35429-0.37779,>1,12-17
Not Delinquent,No,12.5825708,22,3.994256091,1,82.99901984,0,6.908638838,1,15,0,5.57-14.26,18-24,2.59-4.94,1,1,>0.78095,1,12-17
Not Delinquent,No,0.107059616,31,0.241349522,2,14.66339085,0,0.473195848,9,3,0,0-0.15,30-31,0-2.59,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,8.058637194,28,14.23313207,2,82.16487221,>0,0.026078862,1,25,0,5.57-14.26,28-29,4.94+,2,2,<0.35429,1,23+
Not Delinquent,No,1.40851728,20,1.167524881,3,85.51730838,0,0.425717974,7,5,0,1.11-1.73,18-24,0-2.59,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.897236765,41,0.206914744,5,159.6752962,0,0.37073129,2,16,0,0.74-1.11,39-42,0-2.59,4-5,5,0.35429-0.37779,>1,12-17
Not Delinquent,No,10.0543525,37,10.53181174,3,159.6528525,0,0.106368642,1,8,0,5.57-14.26,37-38,4.94+,3,3,<0.35429,1,6-11
Not Delinquent,No,0.386589185,50,10.66093573,3,156.3609223,>0,0.703493231,2,3,0,0.31-0.49,43+,4.94+,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.088845729,36,3.30458309,2,91.43246697,0,0.358960267,0,15,0,0-0.15,34-36,2.59-4.94,2,2,0.35429-0.37779,0,12-17
Not Delinquent,No,0.075108555,28,2.328918175,3,85.2936451,0,0.358108175,7,3,0,0-0.15,28-29,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.88457049,33,10.95717786,3,28.1951431,0,0.361779688,10,2,0,0.74-1.11,32-33,4.94+,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.153170693,30,1.888080478,2,119.8366181,0,0.342893168,8,9,0,0.15-0.31,30-31,0-2.59,2,2,<0.35429,>1,6-11
Not Delinquent,No,0.783341449,32,12.57284075,3,138.3998994,0,0.355415058,7,11,0,0.74-1.11,32-33,4.94+,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,5.969370291,35,3.197694501,4,152.9675229,0,9.178303804,1,13,0,5.57-14.26,34-36,2.59-4.94,4-5,4,>0.78095,1,12-17
Not Delinquent,No,0.221142166,37,14.87942755,2,88.42744757,0,0.364214636,8,2,0,0.15-0.31,37-38,4.94+,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.702054723,40,12.81404893,5,152.3521276,0,0.516037508,0,2,0,0.49-0.74,39-42,4.94+,4-5,5,0.37779-0.78095,0,1-5
Not Delinquent,No,0.120105984,38,3.289332785,2,131.4464961,0,0.612737592,6,20,0,0-0.15,37-38,2.59-4.94,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,Yes,1.029965522,40,1.850862438,5,123.5575922,0,0.185714933,5,3,0,0.74-1.11,39-42,0-2.59,4-5,5,<0.35429,>1,1-5
Not Delinquent,No,1.174075527,27,5.814207938,3,70.89554024,0,0.694128881,2,18,0,1.11-1.73,25-27,4.94+,3,3,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.816052389,23,0.452220003,2,84.3899138,0,0.213979665,1,19,0,0.74-1.11,18-24,0-2.59,2,2,<0.35429,1,18-22
Not Delinquent,No,0.637539316,26,4.181610743,3,89.15997487,0,7.752020119,8,8,0,0.49-0.74,25-27,2.59-4.94,3,3,>0.78095,>1,6-11
Not Delinquent,No,1.664151164,38,2.964199504,12,78.68101509,>0,0.569163253,8,30,0,1.11-1.73,37-38,2.59-4.94,6+,12,0.37779-0.78095,>1,23+
Delinquent,No,4.851571217,44,6.225419677,4,29.21650164,0,0.048914357,1,2,0,2.9-5.57,43+,4.94+,4-5,4,<0.35429,1,1-5
Not Delinquent,No,2.366492716,38,3.244680883,4,89.40007639,0,0.370319194,9,11,0,1.73-2.9,37-38,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,Yes,2.470156828,32,3.991079308,1,76.05481848,>0,0.617688221,8,4,0,1.73-2.9,32-33,2.59-4.94,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,Yes,0.282795935,38,1.069291961,2,4.693992917,0,3.39816133,1,2,0,0.15-0.31,37-38,0-2.59,2,2,>0.78095,1,1-5
Not Delinquent,No,0.209000703,38,3.879490821,4,66.14068472,0,0.366941134,0,3,0,0.15-0.31,37-38,2.59-4.94,4-5,4,0.35429-0.37779,0,1-5
