S_NUM,account_type,age,customer_relation_time_months,avg_time_cr_tx_60_days,total_cr_amt_30_days,num_unq_rx_90_days,ratio_cr_30to90_days,education,income,num_cards,Target_IBAN_Dig_acc,fraud_flag
5138,companies,54,29,73,19377,1,0.142105716,Graduate,17038,2,N,0
5139,companies,53,203,60,20858,2,0.106304455,High School,2100,1,Y,0
5140,govt,31,179,73,33312,1,0.488147521,Graduate,56146,1,Y,0
5141,govt,18,12,0,84894,1,0.514927334,High School,227,1,N,0
5142,companies,46,110,19,37650,0,0.434173173,Graduate,10709,1,N,0
5143,govt,15,166,30,20926,0,0.498775851,High School,16070,1,N,0
5144,individual,48,70,18,30253,1,0.338848704,Graduate,88671,1,Y,0
5145,individual,40,194,73,6290,3,0.342255689,Post Graduate,16571,2,N,0
5146,individual,50,66,10,21173,0,0.334812206,High School,35829,1,N,0
5147,companies,41,13,0,48000,1,0.928618375,Graduate,36854,1,N,0
5148,individual,22,75,22,28709,0,0.408933541,Graduate,8685,1,N,0
5149,individual,54,12,73,15080,10,0.689274551,Graduate,26714,2,N,0
5150,individual,15,46,73,82679,6,0.874548647,High School,6035,1,Y,0
5151,individual,34,31,25,25653,0,0.302320416,Graduate,46895,1,Y,0
5152,companies,38,114,35,16458,3,0.437423354,Graduate,4399,1,Y,0
5153,companies,30,237,73,29420,1,0.564181671,Graduate,7399,1,Y,0
5154,individual,32,196,59,13634,5,0.591034319,Graduate,15655,1,N,0
5155,individual,53,74,9,33468,1,0.608164142,Graduate,46945,2,Y,0
5156,individual,28,201,5,32258,0,0.341525413,High School,26585,1,N,0
5157,govt,28,156,18,15844,1,0.5488841,High School,98540,1,N,0
5158,individual,22,20,0,43759,0,0.942808589,Graduate,9846,1,N,0
5159,companies,65,230,66,10011,2,0.439348125,Graduate,6001,1,Y,0
5160,individual,46,30,25,26128,2,0.357972284,Graduate,31495,1,N,0
5161,companies,16,123,73,37123,0,0.488853515,High School,6305,3,N,0
5162,companies,48,193,24,35557,1,0.301662991,Graduate,3910,1,N,0
5163,companies,17,149,73,37215,1,0.58183703,Graduate,36714,1,Y,0
5164,govt,32,0,62,18035,0,0.351739923,Graduate,47248,1,N,0
5165,individual,19,178,19,28185,0,0.229651423,Graduate,21839,1,N,0
5166,govt,40,30,7,49175,0,0.39017059,Post Graduate,6478,1,Y,0
5167,govt,28,49,73,23798,1,0.517263035,High School,29142,1,Y,0
5168,companies,32,239,0,34045,0,0.814089274,Graduate,7054,2,Y,0
5169,govt,53,173,33,12664,0,0.232298146,Graduate,32639,1,N,0
5170,companies,36,240,73,49987,2,0.484281148,Graduate,9593,1,N,0
5171,individual,34,16,17,47562,3,0.469866701,Post Graduate,1533,1,Y,0
5172,individual,18,105,73,22354,2,0.327895045,High School,3139,1,Y,0
5173,individual,40,147,72,523,0,0.646714948,Post Graduate,12203,1,N,0
5174,individual,37,8,71,11839,2,0.375677665,Graduate,7836,1,N,0
5175,companies,26,1,27,13654,0,0.292915897,Graduate,16196,1,N,0
5176,individual,29,55,31,830,1,0.449863009,Graduate,4640,1,Y,0
5177,govt,20,20,23,16078,0,0.23624616,High School,768,1,Y,0
5178,companies,41,123,12,12943,2,0.367012387,Graduate,4077,1,N,0
5179,individual,57,72,21,38902,3,0.121685444,High School,3527,1,N,0
5180,companies,53,210,19,13647,2,0.495076678,Graduate,105,1,N,0
5181,individual,29,0,62,11330,1,0.5505875,High School,8963,1,N,0
5182,companies,35,47,30,34746,0,0.239998312,Graduate,4358,1,N,0
5183,govt,28,147,73,45496,1,0.124459074,Graduate,15531,1,N,0
5184,individual,31,55,73,9261,0,0.318039498,Graduate,6390,1,N,0
5185,companies,72,240,73,15291,0,0.997762775,High School,37331,1,N,0
5186,individual,42,2,73,7998,0,0.208813005,Graduate,2674,1,Y,0
5187,companies,16,99,0,15875,6,0.933037384,Graduate,28422,1,Y,0
5188,individual,51,117,20,25009,3,0.166292567,Graduate,21628,1,N,0
5189,companies,43,84,26,45406,0,0.391553999,Graduate,37298,1,N,0
5190,companies,28,44,10,15391,0,0.281226762,Post Graduate,16684,1,N,0
5191,companies,61,138,51,19408,2,0.654485317,Graduate,22058,1,N,0
5192,individual,23,90,73,18332,2,0.376010577,Graduate,9750,1,Y,0
5193,companies,16,88,48,21389,1,0.473685772,High School,8296,1,N,0
5194,companies,28,166,73,25788,2,0.233415874,Graduate,2173,1,N,0
5195,companies,22,194,73,41040,0,0.931197008,Graduate,3974,1,Y,0
5196,companies,39,53,33,4430,0,0.37058434,Graduate,5891,1,Y,0
5197,govt,43,81,73,40389,0,0.4161514,Graduate,1407,1,N,0
5198,govt,38,67,73,48876,0,0.368155514,Graduate,3841,1,N,0
5199,individual,33,204,24,20615,0,0.556744439,Graduate,17534,1,N,0
5200,govt,38,137,2,10001,1,0.343245071,Graduate,23089,1,N,0
5201,companies,42,39,6,43101,0,0.39097163,High School,45319,1,Y,0
5202,companies,32,77,73,4130,0,0.347189029,Post Graduate,6544,1,N,0
5203,individual,81,179,7,42190,0,0.496918655,High School,36584,1,N,0
5204,govt,36,229,27,37000,0,0.670977754,Graduate,15222,1,N,0
5205,govt,72,119,73,2977,0,0.658976786,Graduate,7743,2,Y,0
5206,individual,79,22,4,5648,2,0.351719321,Graduate,3549,1,N,0
5207,companies,31,34,51,13104,2,0.497639224,Graduate,9827,1,N,0
5208,companies,63,200,73,171549,1,0.147803078,Graduate,16965,1,N,0
5209,govt,26,70,73,35340,0,0.481571009,Graduate,19959,1,N,0
5210,govt,50,0,47,11531,0,0.251065115,High School,37592,1,Y,0
5211,govt,40,10,65,11704,4,0.390948725,Graduate,23806,1,Y,0
5212,companies,37,85,5,12946,4,0.397019217,Graduate,28991,1,N,0
5213,individual,31,34,52,741,1,0.39708192,Graduate,17764,1,N,0
5214,individual,27,108,15,5602,0,0.386487578,Graduate,22914,1,N,0
5215,companies,17,17,46,21950,2,0.351905834,Graduate,78925,1,N,0
5216,govt,38,119,73,6075,0,0.330084948,Graduate,1507,1,N,0
5217,govt,27,13,73,42227,1,0.540063896,Graduate,19462,1,N,0
5218,individual,31,67,5,38871,1,0.664442662,Graduate,27229,1,Y,0
5219,companies,33,80,73,23844,1,0.754264161,High School,89,2,N,0
5220,govt,24,239,2,43560,0,0.462724152,Graduate,38162,1,N,0
5221,govt,25,237,73,43177,0,0.407810084,Graduate,828,1,N,0
5222,companies,53,36,73,48824,2,0.608706487,Graduate,10106,1,Y,0
5223,companies,18,47,73,38180,0,0.327174543,High School,16794,1,Y,0
5224,govt,29,195,73,7065,0,0.152337336,Graduate,1914,1,Y,0
5225,govt,42,34,12,19879,0,0.294112925,Graduate,13922,1,Y,0
5226,companies,33,201,28,183673,0,0.922722399,Graduate,694,1,Y,0
5227,govt,36,46,41,122134,7,0.538701254,Graduate,59985,1,Y,0
5228,govt,34,109,73,29802,2,0.302688621,High School,17070,1,Y,0
5229,govt,18,134,73,1312,2,0.594748099,High School,5320,1,Y,0
5230,companies,34,214,73,47050,2,0.517291716,Graduate,12409,1,N,0
5231,individual,25,2,26,73763,2,0.881682328,Graduate,5060,2,N,0
5232,individual,33,115,1,16717,0,0.100865988,Graduate,9123,1,Y,0
5233,govt,26,194,73,33309,0,0.523070893,Graduate,45865,1,N,0
5234,govt,31,45,10,48777,0,0.551188227,High School,25157,1,N,0
5235,individual,42,26,27,22551,1,0.564939004,Graduate,15909,1,N,0
5236,govt,28,174,73,14193,0,0.487698996,Graduate,8121,1,Y,0
5237,govt,26,14,73,13012,0,0.350515605,Graduate,3967,2,N,0
5238,companies,27,76,22,27801,1,0.462011978,High School,46564,1,N,0
5239,govt,45,18,33,29236,1,0.477885352,Graduate,2516,1,N,0
5240,govt,20,31,55,29852,1,0.406058758,Graduate,45557,1,Y,0
5241,govt,22,215,62,280350,0,0.164595939,Graduate,8258,1,N,0
5242,govt,19,43,73,20816,1,0.419757213,Graduate,32349,1,N,0
5243,companies,26,170,73,18298,6,0.074820581,Graduate,6529,1,Y,0
5244,individual,55,31,73,37681,0,0.262759248,High School,5244,2,Y,0
5245,companies,20,111,4,9018,0,0.340321664,Graduate,81085,1,Y,0
5246,individual,34,9,27,49435,2,0.215739131,Graduate,23379,1,N,0
5247,govt,15,91,73,26552,2,0.843139823,High School,524,1,N,0
5248,govt,27,164,11,47638,3,0.674339392,High School,42250,1,N,0
5249,govt,53,65,37,2075,1,0.03020717,Graduate,54435,2,N,0
5250,individual,33,24,34,24395,0,0.353049608,Graduate,16881,1,N,0
5251,companies,19,21,73,581,3,0.285864255,High School,10166,1,N,0
5252,individual,31,165,24,5307,0,0.303679928,Graduate,33703,1,N,0
5253,individual,24,19,73,4218,1,0.224876227,High School,14405,3,N,0
5254,companies,30,136,73,9942,0,0.515291691,Graduate,43757,1,N,0
5255,individual,44,226,73,15363,1,0.544470638,Graduate,6490,1,N,0
5256,individual,43,237,59,2104,1,0.448843806,High School,11913,1,N,0
5257,govt,18,152,34,17849,0,0.656798924,High School,2744,1,Y,0
5258,individual,26,47,26,3009,8,0.900028981,High School,42422,2,N,0
5259,govt,25,65,73,8088,1,0.452536671,Graduate,21718,1,N,0
5260,individual,40,170,30,20608,0,0.380984465,Graduate,23291,1,Y,0
5261,companies,16,181,73,36070,2,0.328898532,Graduate,25988,1,N,0
5262,govt,54,141,59,26391,1,0.567908325,Graduate,13947,1,N,0
5263,individual,54,42,33,178905,2,0.101592702,High School,71890,2,N,0
5264,companies,36,234,73,30190,3,0.497971171,High School,29601,1,N,0
5265,individual,31,97,73,37379,0,0.227258135,Graduate,1571,1,N,0
5266,govt,21,174,73,37528,0,0.215888082,Graduate,33421,1,N,0
5267,govt,69,10,37,45993,0,0.404197368,Graduate,19230,1,N,0
5268,govt,23,113,13,21125,0,0.126534636,Graduate,16330,3,Y,0
5269,individual,43,182,73,35536,0,0.563200099,Graduate,5511,1,N,0
5270,companies,51,22,10,34272,0,0.715469568,Graduate,4064,1,Y,0
5271,govt,32,124,37,12666,1,0.550872126,Post Graduate,15506,1,N,0
5272,companies,28,65,68,21161,0,0.389791874,Graduate,10458,1,Y,0
5273,individual,47,35,59,36501,1,0.322155856,High School,23795,1,Y,0
5274,companies,56,116,15,43004,2,0.67641402,Graduate,39225,1,N,0
5275,companies,23,120,73,1092,0,0.931186975,Graduate,99817,1,Y,0
5276,govt,37,70,73,18675,0,0.579428232,Graduate,9242,1,Y,0
5277,govt,18,115,37,33751,0,0.582609962,Graduate,65479,1,Y,0
5278,individual,48,13,54,35881,2,0.163113353,High School,8898,1,Y,0
5279,companies,24,92,43,74731,0,0.356877715,Graduate,7509,1,N,0
5280,companies,20,176,73,7293,0,0.339341168,Graduate,37327,1,N,0
5281,individual,24,129,54,16029,0,0.285575339,High School,9777,3,Y,0
5282,companies,43,178,73,8147,1,0.486721108,High School,13992,1,Y,0
5283,companies,53,216,37,38664,0,0.386501513,Graduate,6941,2,N,0
5284,individual,26,25,73,10236,1,0.731773021,Graduate,28118,1,N,0
5285,companies,32,26,0,25379,2,0.542010101,Graduate,19858,1,Y,0
5286,companies,32,32,73,1883,1,0.63849476,Graduate,4886,1,N,0
5287,govt,19,61,30,25477,2,0.38265795,High School,8137,1,N,0
5288,govt,37,105,18,10945,5,0.997727865,Graduate,26413,1,N,0
5289,govt,54,33,73,13080,1,0.683735989,Graduate,31890,1,N,0
5290,individual,45,103,52,12156,1,0.361318067,Graduate,490,1,N,0
5291,govt,16,22,73,30562,0,0.159489816,High School,6472,1,N,0
5292,companies,32,16,73,7763,0,0.209341364,Graduate,3729,1,N,0
5293,govt,40,137,16,14008,0,0.309748092,Graduate,24186,1,N,0
5294,companies,31,29,73,49780,1,0.586961046,Graduate,9754,1,Y,0
5295,individual,17,222,20,20347,0,0.304088129,High School,7943,1,N,0
5296,govt,46,15,5,24228,0,0.370763894,Graduate,14518,1,N,0
5297,companies,35,21,73,4318,0,0.342839573,Graduate,9552,1,Y,0
5298,companies,37,28,25,34126,2,0.372891745,Graduate,329,1,N,0
5299,companies,30,226,23,43496,0,0.534818761,Graduate,28924,1,Y,0
5300,govt,27,72,60,48080,2,0.521407051,Graduate,5845,1,Y,0
5301,individual,23,136,73,28183,1,0.362640326,Graduate,16842,1,N,0
5302,individual,53,80,73,2597,0,0.064278659,Graduate,7468,1,N,0
5303,individual,43,87,13,10978,0,0.314223885,High School,38444,1,Y,0
5304,companies,15,132,73,310,0,0.485072338,Graduate,26430,1,Y,0
5305,companies,39,81,2,17081,0,0.250162306,Graduate,11091,1,Y,0
5306,individual,83,63,34,47157,1,0.358937814,Graduate,347,1,Y,0
5307,govt,37,26,63,19085,0,0.592717407,Graduate,11038,1,N,0
5308,individual,50,155,73,39654,0,0.294512788,Graduate,908,1,N,0
5309,individual,29,23,21,41930,2,0.385847521,High School,5505,1,N,0
5310,govt,43,15,45,114987,2,0.283590953,Post Graduate,1729,1,N,0
5311,govt,39,32,40,60254,1,0.201945514,Graduate,1027,1,N,0
5312,individual,48,35,73,6170,3,0.516813337,Graduate,7647,1,N,0
5313,individual,19,14,9,23090,0,0.227674652,Graduate,44676,1,Y,0
5314,companies,48,196,73,48541,0,0.253950887,Graduate,3299,1,N,0
5315,individual,36,55,73,27577,0,0.429006546,Graduate,13550,1,N,0
5316,companies,48,110,73,8750,1,0.282517094,Graduate,17688,1,N,0
5317,govt,24,100,66,44251,1,0.215611679,Graduate,1942,1,N,0
5318,individual,44,39,19,772,0,0.996027062,Graduate,8716,1,N,0
5319,individual,50,36,73,23294,1,0.388632591,Graduate,17424,2,N,0
5320,govt,62,22,73,24153,0,0.222498892,Post Graduate,8524,1,N,0
5321,individual,37,157,23,1143,1,0.395263544,Graduate,5961,1,N,0
5322,companies,42,33,8,23942,3,0.028316097,High School,14433,1,Y,0
5323,govt,37,142,73,16535,2,0.351836786,High School,5230,1,N,0
5324,companies,64,132,73,24464,0,0.633573518,High School,27182,1,N,0
5325,govt,30,190,2,39360,2,0.235065475,Graduate,10437,1,N,0
5326,individual,77,112,20,44489,0,0.320801512,High School,23631,1,N,0
5327,individual,46,231,73,95522,0,0.316360693,Graduate,6605,1,Y,0
5328,companies,27,161,73,46445,1,0.197360959,Graduate,8807,1,N,0
5329,govt,16,159,31,15612,0,0.285844242,Graduate,55097,1,N,0
5330,govt,41,71,73,47424,3,0.465606719,Graduate,7989,1,N,0
5331,companies,20,25,73,4109,13,0.205402213,High School,530,1,Y,0
5332,companies,42,231,73,25020,3,0.498572819,Graduate,30304,1,N,0
5333,companies,37,84,31,29219,2,0.428229982,Graduate,960,1,N,0
5334,companies,38,184,48,38704,0,0.301458918,High School,3804,1,N,0
5335,govt,50,166,26,31607,1,0.684687315,Graduate,8812,2,Y,0
5336,govt,22,156,73,20742,0,0.976417146,High School,9774,1,N,0
5337,govt,46,169,73,30256,3,0.193935802,High School,33522,1,N,0
5338,companies,23,8,0,23618,0,0.512634809,High School,94686,1,Y,0
5339,individual,17,19,73,28193,0,0.224784783,High School,18747,1,Y,0
5340,govt,38,240,59,30114,1,0.321516592,High School,6712,1,N,0
5341,individual,43,158,0,37469,1,0.028048697,High School,28395,1,Y,0
5342,govt,41,15,73,13119,0,0.662283049,Graduate,43045,1,Y,0
5343,individual,29,170,14,39786,1,0.637094304,Graduate,7640,1,N,0
5344,individual,26,96,22,23317,2,0.552838732,High School,30580,1,N,0
5345,govt,26,140,73,734,0,0.363994626,Graduate,36861,3,N,0
5346,companies,42,113,41,26656,0,0.59062397,Graduate,595,1,N,0
5347,companies,28,11,22,2015,0,0.452781442,Graduate,19943,1,N,0
5348,companies,44,119,73,26615,0,0.297386475,High School,48160,1,Y,0
5349,companies,37,211,22,34166,0,0.233719073,High School,20007,1,N,0
5350,companies,64,16,55,15357,2,0.410061154,High School,2300,1,N,0
5351,companies,16,45,73,29264,1,0.331931765,Graduate,39117,1,Y,0
5352,govt,51,179,73,30928,0,0.357159568,High School,35207,1,Y,0
5353,companies,28,36,15,47630,2,0.977503959,Graduate,47667,1,N,0
5354,individual,36,133,39,30215,0,0.58321712,High School,1200,2,N,0
5355,individual,70,2,73,18058,1,0.41486476,Graduate,34515,1,N,0
5356,companies,46,34,73,27801,0,0.387313298,Graduate,1435,1,N,0
5357,individual,47,36,73,25269,1,0.293366078,Graduate,21269,1,Y,0
5358,govt,36,83,73,31846,1,0.93355157,High School,25210,1,N,0
5359,companies,70,8,21,26072,0,0.538764566,High School,40897,1,N,0
5360,govt,26,152,71,25931,0,0.490086121,Graduate,6630,1,N,0
5361,govt,16,220,49,11998,0,0.206791217,High School,2572,1,N,0
5362,individual,28,19,34,19781,1,0.320531922,Graduate,4098,1,N,0
5363,govt,28,81,66,5551,1,0.216560993,High School,26434,1,N,0
5364,companies,35,209,73,19685,0,0.593366047,Graduate,18130,1,N,0
5365,companies,23,38,73,14746,0,0.747874079,Graduate,14549,2,N,0
5366,companies,54,168,24,1966,6,0.51946866,High School,9958,1,N,0
5367,companies,32,155,73,450578,8,0.356059028,Graduate,26391,1,N,0
5368,companies,42,16,73,17176,0,0.25984643,Graduate,3907,1,Y,0
5369,companies,33,235,13,15327,1,0.544269869,Graduate,2157,1,N,0
5370,individual,21,150,0,36423,0,0.028801386,High School,36004,1,N,0
5371,companies,50,161,25,31868,0,0.025923493,Graduate,9064,1,N,0
5372,companies,53,66,73,7749,0,0.235428328,High School,69339,1,Y,0
5373,companies,32,120,19,26124,0,0.692643122,Graduate,34902,1,N,0
5374,companies,38,3,14,43903,3,0.777233984,Graduate,27962,1,Y,0
5375,individual,73,29,73,27592,1,0.679535418,Graduate,26319,1,Y,0
5376,individual,17,69,54,14697,0,0.469607538,High School,6966,1,N,0
5377,companies,36,34,36,283722,0,0.316735483,Graduate,10993,1,N,0
5378,companies,42,49,13,13339,1,0.455171932,Graduate,7170,2,N,0
5379,companies,43,203,73,45612,2,0.865753252,Graduate,7361,1,Y,0
5380,individual,16,177,3,28173,1,0.323699191,Graduate,34313,1,Y,0
5381,individual,18,106,73,32336,1,0.450360099,High School,6811,1,N,0
5382,companies,51,194,73,99766,0,0.261664952,High School,6962,1,N,0
5383,govt,45,187,73,11501,0,0.28590016,Graduate,10508,1,N,0
5384,companies,33,237,73,63530,2,0.364497951,Graduate,6080,1,N,0
5385,individual,23,80,29,30145,0,0.198382095,Graduate,12412,1,Y,0
5386,companies,34,73,73,18922,0,0.283714026,Graduate,15749,1,Y,0
5387,individual,31,3,9,25031,1,0.431349983,Graduate,19138,1,N,0
5388,companies,38,189,25,17167,0,0.325327695,Graduate,1644,1,Y,0
5389,individual,22,81,73,43480,0,0.321517585,High School,30260,1,Y,0
5390,individual,26,19,24,14848,2,0.413925127,High School,39551,1,Y,0
5391,govt,38,188,73,7960,4,0.420546501,High School,5071,1,N,0
5392,companies,19,137,73,23482,3,0.597994781,High School,9106,1,N,0
5393,govt,44,29,73,41321,0,0.312754375,Graduate,6113,1,Y,0
5394,individual,20,222,59,42775,2,0.39088024,Graduate,55583,1,N,0
5395,companies,36,17,0,9925,0,0.307882177,Post Graduate,9377,1,N,0
5396,individual,46,214,19,35953,1,0.336749955,Graduate,3580,1,N,0
5397,govt,25,128,69,37172,0,0.389993202,Graduate,3694,1,Y,0
5398,companies,38,216,29,31516,1,0.305833606,Post Graduate,8711,1,N,0
5399,govt,34,29,35,28912,1,0.693218995,Graduate,15162,1,N,0
5400,individual,46,122,33,17184,1,0.357296059,High School,38085,2,Y,0
5401,govt,40,162,73,19261,0,0.399153128,Graduate,39514,1,Y,0
5402,individual,53,109,0,1885,2,0.384098314,Graduate,26672,1,N,0
5403,individual,20,27,73,40727,0,0.859973085,High School,293,1,N,0
5404,companies,36,209,73,52817,2,0.221086432,Graduate,30868,1,N,0
5405,govt,46,84,48,16163,0,0.123904027,High School,6759,1,N,0
5406,govt,79,85,52,11995,2,0.971023356,Graduate,954,1,Y,0
5407,companies,19,145,69,10302,0,0.355445618,High School,7699,1,N,0
5408,companies,31,175,0,24880,1,0.309724538,Graduate,27621,1,N,0
5409,govt,26,159,36,47509,0,0.288540908,Post Graduate,948,1,Y,0
5410,companies,37,173,29,94307,0,0.12012234,High School,43662,1,Y,0
5411,companies,33,166,73,48555,1,0.495595377,High School,41803,1,Y,0
5412,govt,37,68,25,32708,0,0.440871225,Graduate,1497,1,Y,0
5413,companies,46,16,60,17331,0,0.635254609,Graduate,60507,1,Y,0
5414,individual,23,65,73,9732,1,0.255604103,High School,14511,1,N,0
5415,govt,25,232,73,4524,2,0.278844654,Graduate,579,1,Y,0
5416,govt,22,2,73,39465,2,0.276881455,Graduate,15025,2,N,0
5417,individual,39,136,66,45435,0,0.41703057,High School,25599,2,Y,0
5418,govt,51,66,51,3978,0,0.142284796,Graduate,26163,1,N,0
5419,individual,21,153,41,15092,0,0.399261288,Graduate,4058,4,Y,0
5420,individual,38,8,54,34873,0,0.281422683,Graduate,7826,1,N,0
5421,companies,43,134,44,5976,0,0.124016131,High School,27777,1,Y,0
5422,companies,33,182,37,16166,0,0.227856818,High School,28103,1,N,0
5423,individual,25,115,4,42075,0,0.511819417,High School,5514,1,Y,0
5424,individual,37,122,73,48346,2,0.411545069,Graduate,12352,1,Y,0
5425,individual,33,116,55,41614,1,0.45799737,High School,30478,1,Y,0
5426,individual,34,26,20,36470,6,0.219006801,Graduate,1868,1,N,0
5427,individual,17,189,0,20405,0,0.390117964,Graduate,22320,1,N,0
5428,individual,52,170,56,31568,1,0.230701368,Graduate,2703,1,Y,0
5429,companies,46,14,41,31111,0,0.088848236,Graduate,9865,1,N,0
5430,companies,61,70,73,25517,2,0.552945886,Graduate,15925,1,N,0
5431,individual,33,81,73,28081,2,0.347154225,High School,9490,1,Y,0
5432,companies,17,7,17,22073,0,0.369239569,High School,7426,1,N,0
5433,individual,50,23,24,49266,0,0.537108084,Graduate,1363,1,Y,0
5434,govt,26,107,43,4375,0,0.483733756,High School,30522,1,N,0
5435,govt,28,193,51,43695,0,0.27719623,Graduate,35312,1,N,0
5436,govt,53,50,73,48191,0,0.372919232,Graduate,7594,1,Y,0
5437,individual,21,8,73,23523,1,0.197937755,Graduate,8310,1,N,0
5438,companies,31,185,33,4328,1,0.109172955,Graduate,63464,1,N,0
5439,individual,67,34,73,32093,1,0.522298748,Graduate,2586,1,N,0
5440,companies,49,120,73,5640,1,0.210455892,Graduate,18029,1,Y,0
5441,govt,29,34,45,15342,2,0.428528444,Graduate,79709,1,N,0
5442,companies,24,29,25,4777,0,0.493598281,Graduate,7310,1,Y,0
5443,companies,48,46,9,2848,0,0.521800033,Graduate,3440,1,N,0
5444,companies,16,30,73,25497,1,0.353475852,Graduate,40774,4,N,0
5445,govt,18,16,29,92283,0,0.677955398,High School,18269,1,N,0
5446,companies,54,240,73,38037,1,0.111437794,Graduate,798,1,Y,0
5447,govt,43,174,73,14850,0,0.644085483,High School,11083,3,N,0
5448,companies,15,157,73,32458,2,0.413948542,High School,11619,1,Y,0
5449,individual,40,24,2,7176,0,0.445611272,Graduate,19361,1,Y,0
5450,govt,25,143,20,40654,1,0.300421809,Graduate,2111,2,Y,0
5451,individual,34,30,73,19565,1,0.536087333,High School,4835,1,N,0
5452,govt,15,156,73,7412,0,0.205453409,Graduate,41585,1,N,0
5453,govt,51,109,73,34529,3,0.94656646,Graduate,26291,1,N,0
5454,govt,37,19,23,39825,1,0.569356479,High School,4806,1,Y,0
5455,individual,33,51,48,33240,1,0.278511116,Graduate,12013,1,N,0
5456,individual,27,110,73,35850,2,0.377761919,Graduate,9972,1,Y,0
5457,individual,28,81,42,5160,0,0.300852062,Graduate,6239,1,N,0
5458,individual,34,234,31,9158,2,0.252867061,Graduate,8324,1,N,0
5459,companies,47,50,42,37814,3,0.158551743,High School,38192,1,N,0
5460,companies,32,25,29,30653,1,0.400117508,Graduate,5167,1,N,0
5461,govt,25,232,41,44411,0,0.522389917,Graduate,14676,1,N,0
5462,govt,41,54,73,64532,2,0.30268701,Graduate,10201,1,N,0
5463,individual,18,67,73,36033,0,0.411012027,High School,4098,1,N,0
5464,companies,60,153,73,36479,0,0.356685358,High School,1528,1,Y,0
5465,companies,42,4,40,34162,0,0.514993071,Graduate,35291,1,Y,0
5466,individual,36,18,73,1698,3,0.421424701,High School,394,1,Y,0
5467,individual,27,144,73,8938,1,0.545738213,Graduate,34600,1,Y,0
5468,companies,24,161,18,17367,0,0.552245033,Graduate,16609,1,N,0
5469,govt,22,14,73,44996,2,0.318688821,Graduate,2174,1,N,0
5470,govt,22,137,73,16138,0,0.307609007,High School,42050,1,Y,0
5471,companies,33,34,73,4160,1,0.204710222,Graduate,31336,1,Y,0
5472,companies,30,161,73,29204,2,0.364677932,Graduate,31577,1,Y,0
5473,companies,45,44,33,30559,2,0.318502194,Graduate,48082,1,Y,0
5474,companies,38,177,73,44140,0,0.539458679,Graduate,44568,1,N,0
5475,companies,56,43,37,42263,1,0.30724565,Post Graduate,3549,1,N,0
5476,companies,51,203,9,26477,3,0.489870865,Graduate,6445,1,N,0
5477,govt,23,132,51,43856,0,0.379078914,Graduate,3120,1,N,0
5478,individual,26,151,73,19002,0,0.397453698,Graduate,14519,1,N,0
5479,companies,15,9,2,3333,0,0.693512082,Graduate,28647,1,N,0
5480,companies,61,69,73,7919,0,0.298875112,Graduate,7564,2,N,0
5481,individual,38,12,73,93593,3,0.273922401,High School,31644,1,Y,0
5482,companies,18,154,73,19766,1,0.542380296,Graduate,35113,1,N,0
5483,companies,31,235,73,36115,0,0.372635189,Graduate,26037,1,N,0
5484,govt,26,32,73,33722,1,0.062573928,Graduate,27760,1,Y,0
5485,individual,22,226,22,3563,1,0.362179899,Graduate,22306,1,N,0
5486,companies,30,150,68,14844,0,0.273421082,Graduate,32644,1,N,0
5487,govt,33,109,73,39544,3,0.273742043,Graduate,43371,1,Y,0
5488,govt,31,197,27,30848,0,0.223609358,Graduate,3925,1,N,0
5489,companies,32,100,70,11493,2,0.242072237,Graduate,1176,1,N,0
5490,individual,33,33,73,35080,1,0.272247297,Graduate,26559,1,N,0
5491,companies,23,185,73,21334,1,0.486382977,High School,98809,1,Y,0
5492,companies,17,65,6,110742,1,0.369396379,High School,12363,2,N,0
5493,individual,52,82,23,30842,1,0.596928182,Graduate,47105,1,N,0
5494,individual,35,129,72,44683,0,0.486075923,Graduate,18895,1,N,0
5495,companies,25,55,57,36179,1,0.996105809,Graduate,42222,1,N,0
5496,companies,41,16,49,15375,3,0.32753178,High School,28736,3,N,0
5497,companies,54,33,24,46782,1,0.303425025,High School,13840,1,Y,0
5498,individual,21,19,73,36903,3,0.300061165,Graduate,17036,2,N,0
5499,individual,30,14,73,59128,2,0.279684061,Graduate,7239,1,N,0
5500,govt,30,192,73,24002,2,0.334439018,High School,9779,2,N,0
5501,companies,54,18,73,34150,0,0.633011601,High School,40920,1,N,0
5502,individual,23,13,17,39425,2,0.550350521,Graduate,11878,1,Y,0
5503,govt,19,226,38,78863,1,0.218357131,High School,8137,1,N,0
5504,individual,30,56,31,41769,3,0.480102235,Graduate,18916,1,Y,0
5505,govt,25,94,73,25456,1,0.428440361,High School,46497,1,N,0
5506,govt,51,148,0,38441,1,0.352756453,Graduate,38660,2,N,0
5507,companies,37,123,73,6306,4,0.744579488,High School,98113,1,N,0
5508,govt,27,42,73,16735,0,0.306688952,Graduate,4659,1,N,0
5509,govt,26,198,15,46848,1,0.728315506,Graduate,46468,1,N,0
5510,govt,58,119,73,48364,1,0.328797499,High School,26728,1,Y,0
5511,companies,20,139,17,73777,2,0.392330366,Graduate,41140,1,Y,0
5512,govt,64,145,29,48816,1,0.303152154,Graduate,45358,3,N,0
5513,companies,70,13,72,22068,1,0.473379258,Post Graduate,4985,1,Y,0
5514,individual,41,109,73,19304,2,0.718231846,Graduate,32973,2,N,0
