id,tgt_1,int_rate,num_tl_90g_dpd_24m,emp_length,dti,home_ownership,loan_amnt,LOR,FICO_Change,annual_inc,Occupation_group,product_group,loc_group,Occupation,product,location
67317690,0,16.99,0,10+ years,32.57,RENT,16425,122,-30,59580,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod3,loc47
67317728,0,12.59,0,3 years,10.24,OWN,12000,169,-25,48000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod11,loc712
67317757,0,7.26,0,1 year,15.64,RENT,7800,161,35,58000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ9,Prod3,loc168
67317761,0,16.55,0,7 years,34.72,RENT,24000,177,10,70000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod3,loc623
67317788,0,7.26,0,9 years,19.83,RENT,4800,98,30,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod6,loc711
67317793,0,6.89,0,10+ years,23.29,MORTGAGE,18000,247,-35,96000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc768
67317801,0,10.64,0,10+ years,3.64,RENT,10000,151,-35,60000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod2,loc426
67317810,0,8.38,0,7 years,11.19,RENT,15000,127,95,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc196
67317814,0,10.64,0,5 years,9.47,RENT,8000,110,165,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod2,loc184
67317817,0,9.17,0,10+ years,25.03,RENT,18000,122,20,105000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc300
67317821,0,15.41,0,7 years,22.54,RENT,14325,210,25,42000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc753
67317824,0,11.99,0,10+ years,18.72,MORTGAGE,24000,137,130,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc373
67317863,0,16.99,0,2 years,7.44,RENT,11400,162,90,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc88
67317867,0,11.22,0,5 years,26.68,OWN,7275,235,65,30000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ41,Prod2,loc322
67317876,0,17.57,0,4 years,26.58,MORTGAGE,10000,196,110,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod3,loc716
67317890,0,14.48,0,< 1 year,6.22,MORTGAGE,11500,132,-15,93000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
67317963,0,9.17,0,3 years,12.77,MORTGAGE,33000,86,120,140000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod2,loc646
67317964,0,12.59,0,10+ years,31.62,MORTGAGE,20400,142,5,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc634
67317967,0,9.17,0,10+ years,27.49,OWN,6000,282,-55,42000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod3,loc292
67317990,0,5.32,0,2 years,7.68,MORTGAGE,25000,258,45,196000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod2,loc92
67317999,0,17.86,0,10+ years,29.52,MORTGAGE,9400,307,-50,50000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc619
67318079,0,13.18,0,9 years,8.62,MORTGAGE,18000,238,-45,115000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc300
67318097,0,11.22,0,7 years,8.78,MORTGAGE,20000,163,-80,90000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc614
67318126,0,15.41,0,< 1 year,18.35,MORTGAGE,35000,158,-45,159600,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc188
67318133,0,21.99,0,2 years,18.03,OWN,35000,258,-20,130000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
67318136,0,13.18,0,10+ years,26.14,RENT,15000,161,-50,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod3,loc534
67318141,0,13.67,0,1 year,12.24,RENT,2000,286,100,65000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ6,Prod4,loc660
67318144,0,7.26,0,< 1 year,7.25,MORTGAGE,13300,337,5,69200,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod2,loc92
67318145,0,10.64,0,1 year,22.05,RENT,10000,266,-65,35000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod2,loc458
67318164,0,6.89,0,9 years,8.04,MORTGAGE,10000,407,-40,37000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ36,Prod3,loc779
67318194,0,10.64,0,8 years,12.34,RENT,10000,200,190,35211.36,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ35,Prod3,loc599
67318210,0,7.89,0,2 years,8.71,MORTGAGE,16000,311,5,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc177
67318231,0,13.67,0,1 year,30.39,MORTGAGE,4200,48,175,28000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod3,loc570
67318244,0,13.67,0,5 years,10.33,RENT,7800,82,15,28000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ10,Prod7,loc298
67318273,0,16.99,0,3 years,19.33,RENT,8500,40,165,36000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ12,Prod3,loc775
67318278,0,11.22,4,7 years,25.52,MORTGAGE,20000,269,-20,85250,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc312
67318316,0,17.57,0,10+ years,21.21,OWN,35000,193,140,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc395
67318346,0,8.38,0,< 1 year,23.2,MORTGAGE,10000,150,-40,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod2,loc568
67318363,0,11.99,0,3 years,17.56,RENT,10000,86,20,54000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc165
67318425,0,16.55,0,2 years,20.17,MORTGAGE,6825,156,10,52000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc402
67318432,0,12.59,0,10+ years,19.27,MORTGAGE,3000,344,-5,33000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ10,Prod1,loc288
67318438,0,11.22,0,10+ years,12.24,MORTGAGE,25000,103,-20,128000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc647
67318449,0,13.67,0,3 years,23.46,OWN,16000,57,60,50000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ37,Prod4,loc153
67318451,0,13.18,0,10+ years,26.86,RENT,11200,372,0,78000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ33,Prod1,loc89
67318452,0,13.18,0,4 years,36.65,MORTGAGE,21000,228,25,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc243
67318468,0,13.67,0,10+ years,19.82,MORTGAGE,21600,223,35,130000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ43,Prod3,loc683
67318473,0,14.48,0,10+ years,22.01,MORTGAGE,10000,130,0,100000,medium_tgt_occ,med_tg_prd,high_tgt_loc,Occ42,Prod4,loc622
67318484,0,16.99,0,10+ years,38.85,MORTGAGE,19025,226,5,79420,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod3,loc695
67318490,0,11.22,0,N/A,34.17,OWN,10000,169,25,25000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc278
67318499,0,11.22,0,10+ years,28.93,MORTGAGE,30000,160,150,140000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc631
67318524,0,21.99,0,3 years,7.81,RENT,4050,107,200,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc87
67318529,0,12.59,0,< 1 year,11.48,MORTGAGE,4350,218,10,62000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ13,Prod3,loc510
67318533,0,7.26,0,4 years,22.33,MORTGAGE,20000,109,80,97400,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ11,Prod4,loc257
67318549,0,7.89,0,10+ years,12.8,MORTGAGE,35000,141,5,95000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod3,loc14
67318608,0,16.55,0,3 years,24.25,MORTGAGE,6100,159,30,48000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod3,loc682
67318611,0,13.18,0,10+ years,30.74,OWN,15600,126,10,74800,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ2,Prod9,loc313
67318616,0,7.89,0,10+ years,13.6,OWN,15000,224,30,90000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc90
67318632,0,17.57,0,3 years,25.08,RENT,7450,137,180,39000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc494
67318635,0,9.17,0,9 years,12.51,MORTGAGE,28000,404,-35,110000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc748
67318640,0,11.99,0,3 years,11.09,RENT,7000,86,-55,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc87
67318649,0,13.18,1,4 years,38.55,RENT,15000,106,-10,80000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ4,Prod4,loc693
67318677,0,6.24,0,N/A,14,MORTGAGE,16800,412,65,62000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod2,loc669
67318714,0,19.99,0,3 years,23.79,RENT,14000,221,-75,50000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc285
67318720,0,20.99,0,< 1 year,26.83,MORTGAGE,23850,158,185,74563,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ13,Prod9,loc502
67318742,0,16.55,0,3 years,37.94,RENT,14375,78,155,42000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc166
67318747,0,17.57,0,2 years,37.75,MORTGAGE,17875,127,-10,52400,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc321
67318754,0,5.32,0,10+ years,5.17,MORTGAGE,10000,219,-45,68000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc668
67318773,0,14.48,0,6 years,9.15,MORTGAGE,28000,234,-20,550000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod3,loc692
67318813,0,10.64,0,3 years,9.72,MORTGAGE,5000,191,-55,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc66
67318834,0,8.38,0,N/A,18.52,OWN,11000,375,-70,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc321
67318852,0,9.76,0,N/A,5.19,MORTGAGE,10000,75,-15,39084,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc232
67318870,0,13.18,0,5 years,3.32,MORTGAGE,18000,125,-45,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc179
67318883,0,17.57,0,10+ years,9.58,RENT,4000,117,130,75000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ33,Prod9,loc83
67318899,0,17.57,0,10+ years,33.16,MORTGAGE,20000,228,95,90000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ22,Prod4,loc460
67318939,0,14.48,0,1 year,15.35,RENT,7450,140,-10,39000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ46,Prod3,loc789
67318947,0,9.17,0,10+ years,16.44,MORTGAGE,5000,192,60,26000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ11,Prod2,loc262
67318953,0,17.86,0,10+ years,12.42,MORTGAGE,35000,173,205,85000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ26,Prod4,loc239
67318957,0,13.18,0,10+ years,11.48,MORTGAGE,16000,199,-35,224000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ37,Prod4,loc162
67318977,0,5.32,0,2 years,14.48,MORTGAGE,28000,83,55,110000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc647
67318991,0,12.59,0,1 year,11.53,RENT,14000,107,-35,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ27,Prod2,loc483
67325116,0,11.22,0,2 years,6.15,MORTGAGE,8000,226,20,95000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod3,loc449
67325119,0,6.89,0,< 1 year,21.12,MORTGAGE,18000,214,-35,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod3,loc592
67325180,0,12.59,0,1 year,27.6,RENT,3500,183,-15,27000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod2,loc690
67325212,0,7.26,0,N/A,14.08,MORTGAGE,35000,252,-60,80100,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc241
67325279,0,6.24,0,10+ years,27.41,OWN,9500,271,-50,63000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc402
67325458,0,17.86,0,10+ years,17.52,MORTGAGE,35000,322,-50,170000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc191
67325541,0,9.76,0,< 1 year,9.05,RENT,15000,102,-90,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc87
67325582,0,13.67,0,N/A,31.29,RENT,12000,517,20,28000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ30,Prod3,loc64
67325600,0,16.55,0,10+ years,36.25,MORTGAGE,10250,312,200,50000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ11,Prod9,loc261
67325623,0,9.76,0,8 years,31.53,MORTGAGE,24000,243,20,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc750
67325628,0,18.99,4,5 years,23.79,OWN,19950,186,-25,62400,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod3,loc679
67325668,0,14.48,0,4 years,9.28,RENT,15000,215,50,200000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc92
67325700,0,18.99,0,5 years,24.48,RENT,2850,196,90,45000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ34,Prod3,loc381
67325749,0,11.22,0,< 1 year,26.5,RENT,5000,106,-20,25000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod3,loc519
67325761,0,11.99,0,10+ years,38.55,OWN,16400,152,25,50000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ17,Prod3,loc578
67325778,0,11.22,0,3 years,16.8,MORTGAGE,18000,197,-20,72000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc666
67325780,0,11.22,0,5 years,18.31,OWN,22400,187,170,140000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc492
67325808,0,6.24,0,9 years,8.12,RENT,5000,107,100,208000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ17,Prod3,loc574
67325823,0,9.17,0,1 year,24.13,RENT,5000,111,-10,36000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc751
67325844,0,9.17,0,N/A,1.13,RENT,3500,97,255,9600,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ37,Prod1,loc157
67325854,0,9.76,0,2 years,9.92,MORTGAGE,2800,169,-45,66656,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ16,Prod9,loc356
67325881,0,11.99,0,< 1 year,22.88,RENT,16800,159,-15,43000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod3,loc281
67325898,0,13.18,0,10+ years,32.59,RENT,3500,247,140,57000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ2,Prod3,loc309
67325910,0,9.76,0,N/A,16.48,RENT,5000,111,5,30000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc126
67325928,0,9.76,0,5 years,19.36,MORTGAGE,12800,133,80,70000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ30,Prod3,loc61
67325948,0,7.89,0,10+ years,35.45,MORTGAGE,22000,187,-30,72000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc380
67325950,0,9.76,0,5 years,12.1,RENT,7700,114,25,104000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ18,Prod3,loc12
67325995,0,7.89,0,3 years,10.48,RENT,24000,210,-30,140000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc754
67325998,0,12.59,0,4 years,15.26,OWN,5000,131,145,42000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ9,Prod2,loc168
67326002,0,5.32,0,7 years,7.51,MORTGAGE,18000,57,5,275000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc69
67326049,0,8.38,0,10+ years,6.91,MORTGAGE,25000,254,-50,116000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ46,Prod2,loc785
67326066,0,7.89,0,4 years,15.22,RENT,10000,191,15,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc728
67326082,0,11.22,0,7 years,22.89,RENT,23000,181,5,82999,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod3,loc743
67326100,0,13.67,0,N/A,5.52,RENT,2000,96,-5,15000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc496
67326124,0,8.38,0,2 years,19.53,RENT,15000,153,55,160000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc742
67326133,0,13.67,0,10+ years,31.2,MORTGAGE,10000,389,10,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ25,Prod3,loc490
67326160,0,16.99,0,< 1 year,28.73,OWN,18000,245,50,36000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ40,Prod3,loc474
67326162,0,21.99,0,1 year,12.7,OWN,35000,148,10,115000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod3,loc46
67326168,0,8.38,0,< 1 year,25.8,MORTGAGE,17000,250,-10,145000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc238
67326198,0,9.76,0,10+ years,9.77,MORTGAGE,10000,195,-50,108600,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc80
67326200,0,21.99,0,5 years,16.65,RENT,32400,101,25,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod11,loc372
67326227,0,12.59,0,3 years,17.13,RENT,3000,167,20,28800,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ37,Prod1,loc144
67326231,0,9.17,0,10+ years,28.59,MORTGAGE,18000,217,50,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc150
67326249,0,7.26,0,N/A,32.93,MORTGAGE,20000,258,-105,108000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ4,Prod4,loc692
67326250,0,13.18,0,7 years,11.84,RENT,4800,206,5,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod3,loc49
67326259,0,5.32,0,5 years,15.34,RENT,12000,136,30,98000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc232
67326273,0,8.38,0,2 years,11.66,RENT,12000,342,10,78000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod3,loc794
67326274,0,11.22,0,< 1 year,12.58,MORTGAGE,30000,172,20,159300,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc612
67326276,0,16.55,1,10+ years,27.27,MORTGAGE,8925,117,35,42900,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ16,Prod3,loc350
67326282,0,8.38,0,10+ years,15.4,MORTGAGE,17500,175,-75,70000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod3,loc692
67326285,0,6.24,0,10+ years,12.16,MORTGAGE,3000,220,-40,100000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ6,Prod9,loc665
67326310,0,9.17,0,10+ years,4.89,MORTGAGE,20000,247,-70,120000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc727
67326316,0,11.99,0,4 years,11.4,RENT,5000,91,170,34000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc208
67326319,0,10.64,0,4 years,32.37,MORTGAGE,8400,244,0,40000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ13,Prod4,loc505
67326321,0,8.38,0,9 years,8.37,OWN,10000,439,0,250000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod2,loc257
67326330,0,10.64,0,3 years,4.39,RENT,19000,78,10,90000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ22,Prod9,loc459
67326339,0,5.32,0,10+ years,16.78,MORTGAGE,18000,236,-55,96000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod2,loc439
67326344,0,9.76,0,< 1 year,21.66,RENT,16000,133,-55,60008,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ43,Prod2,loc684
67326372,0,9.76,0,10+ years,25.11,MORTGAGE,28800,265,-40,107000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc189
67326378,0,8.38,0,< 1 year,9.67,RENT,20000,176,65,146000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc757
67326389,0,21.99,0,6 years,33.73,MORTGAGE,13025,211,160,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod2,loc440
67326403,0,21.99,0,1 year,19.83,MORTGAGE,26975,168,65,71000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc247
67326413,0,13.18,0,9 years,27.8,OWN,10000,126,60,91800,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc90
67326417,0,6.24,0,10+ years,22.67,OWN,3200,219,45,45000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ11,Prod1,loc263
67326423,0,16.55,0,7 years,34.64,RENT,11200,75,215,30000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc768
67326452,0,18.2,0,1 year,14.69,RENT,7550,167,160,21000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod3,loc48
67326469,0,21.99,0,10+ years,20.2,RENT,19625,202,155,95000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc768
67326470,0,5.32,0,3 years,28.43,RENT,7200,137,-80,45000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod2,loc743
67326472,0,9.76,0,10+ years,20.19,MORTGAGE,20000,150,-40,97000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ13,Prod3,loc518
67326502,0,10.64,0,N/A,36.66,MORTGAGE,10000,226,-30,44000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod2,loc696
67326503,0,12.59,0,5 years,25.6,MORTGAGE,15000,147,-30,45000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ34,Prod7,loc386
67326511,0,10.64,0,2 years,23.49,MORTGAGE,6500,138,40,49500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ35,Prod3,loc605
67326524,0,11.99,0,4 years,13.41,MORTGAGE,25000,105,15,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc88
67326541,0,9.76,0,10+ years,34.62,MORTGAGE,10000,146,35,53000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod3,loc690
67326561,0,6.24,0,8 years,5.22,OWN,7000,104,145,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc308
67326575,0,15.41,0,8 years,21.83,RENT,16000,97,45,44500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod3,loc790
67326588,0,11.22,0,5 years,15.17,RENT,4200,91,15,25000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc612
67326589,0,10.64,0,6 years,11.83,MORTGAGE,24725,180,-25,530000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ37,Prod3,loc161
67326622,0,15.41,0,10+ years,24.3,MORTGAGE,28000,162,75,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc400
67326626,0,7.26,0,10+ years,12.31,RENT,2000,193,20,58386,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod2,loc647
67326627,0,9.17,0,10+ years,12.41,OWN,10000,270,145,56000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc722
67326641,0,8.38,0,2 years,34.52,MORTGAGE,15000,101,-70,60000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod2,loc247
67326655,0,9.76,0,10+ years,21.9,MORTGAGE,8000,234,35,120000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc735
67326668,0,7.26,0,N/A,19,MORTGAGE,15000,402,-65,55000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ4,Prod3,loc691
67326693,0,13.18,0,9 years,16.37,MORTGAGE,18900,169,45,41500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc197
67326704,0,9.17,0,10+ years,23.34,MORTGAGE,10200,124,5,56000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod3,loc363
67326718,0,9.76,0,10+ years,9.32,OWN,6000,228,120,34506,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc305
67326720,0,7.89,0,3 years,14.95,MORTGAGE,6500,141,35,50000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod3,loc353
67326737,0,13.18,0,9 years,9.58,MORTGAGE,16725,261,-55,120000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc62
67326747,0,17.86,0,< 1 year,13.14,RENT,28800,138,175,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc754
67326777,0,15.41,0,3 years,22.57,RENT,30000,220,-20,100000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc153
67326787,0,15.41,0,10+ years,23.06,RENT,33000,388,-5,79000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc631
67326807,0,9.76,0,1 year,27.05,MORTGAGE,24000,178,-20,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ35,Prod2,loc599
67326812,0,12.59,0,10+ years,26.99,RENT,6000,252,175,24000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod2,loc258
67326831,0,10.64,0,3 years,12.57,OWN,8000,193,-70,98000,medium_tgt_occ,high_tgt_prd,high_tgt_loc,Occ30,Prod9,loc72
67326841,0,9.17,0,7 years,6.62,MORTGAGE,8000,199,-60,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc233
67326898,0,10.64,0,1 year,13.49,RENT,15000,89,-95,56000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc75
